"","FK_STATION","FK_RANDOM_SAMPLE_LOCATION","COLLECTION_DATE","SAMPLE_TYPE","MATRIX","Aluminum_Total","Aluminum_Total_VQ","Antimony_Total","Antimony_Total_VQ","Lead_Total","Lead_Total_VQ","Calcium_Total","Calcium_Total_VQ","Selenium_Total","Selenium_Total_VQ","Hardness_calculated_as_CACO3","Hardness_calculated_as_CACO3_VQ","Potassium_Total","Potassium_Total_VQ","Silver_Total","Silver_Total_VQ","Iron_Total","Iron_Total_VQ","Beryllium_Total","Beryllium_Total_VQ","pH_Field","pH_Field_VQ","Specific_Conductance_Field","Specific_Conductance_Field_VQ","Oxygen_Dissolved_Field","Oxygen_Dissolved_Field_VQ","Oxygen_Dissolved_Percent_Saturation","Oxygen_Dissolved_Percent_Saturation_VQ","Water_Temperature","Water_Temperature_VQ","Turbidity_Field","Turbidity_Field_VQ","Purge_Volume","Purge_Volume_VQ","MicroLanduse_Category","MicroLanduse_Category_VQ","Ammonia_Total_as_N","Ammonia_Total_as_N_VQ","Alkalinity_Total_as_CaCO3","Alkalinity_Total_as_CaCO3_VQ","Specific_Conductance_Lab","Specific_Conductance_Lab_VQ","Total_Dissolved_Solids_TDS_measured","Total_Dissolved_Solids_TDS_measured_VQ","Organic_Carbon_Total","Organic_Carbon_Total_VQ","Turbidity_Lab","Turbidity_Lab_VQ","Sulfate_Total","Sulfate_Total_VQ","NitrateNitrite_Total_as_N","NitrateNitrite_Total_as_N_VQ","Chloride_Total","Chloride_Total_VQ","Color_true","Color_true_VQ","Fluoride_Total","Fluoride_Total_VQ","Phosphorus_Total_as_P","Phosphorus_Total_as_P_VQ","Kjeldahl_Nitrogen_Total_as_N","Kjeldahl_Nitrogen_Total_as_N_VQ","Depth_to_Water_from_mpe","Depth_to_Water_from_mpe_VQ","Coliform_Fecal_MF","Coliform_Fecal_MF_VQ","Coliform_Total_MF","Coliform_Total_MF_VQ","Thallium_Total","Thallium_Total_VQ","Copper_Total","Copper_Total_VQ","Chromium_Total","Chromium_Total_VQ","Barium_Total","Barium_Total_VQ","Zinc_Total","Zinc_Total_VQ","Molybdenum_total","Molybdenum_total_VQ","Cadmium_Total","Cadmium_Total_VQ","Magnesium_Total","Magnesium_Total_VQ","Nickel_Total","Nickel_Total_VQ","Sodium_Total","Sodium_Total_VQ","Manganese_Total","Manganese_Total_VQ","Arsenic_Total","Arsenic_Total_VQ"
"392",0,NA,2018-03-14 16:38:00,"EQUIPMENT BLANK","WATER",3,"U",0.05,"U",0.05,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",6,"Q",0.1,"U",0.2,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.21,"I",0.5,"U",1,"U",0.05,"U"
"393",0,NA,2018-03-13 12:30:00,"FIELD BLANK","WATER",3,"U",0.05,"U",0.05,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",1,"UQ",0.1,"U",0.2,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.2,"U",0.5,"U",1,"U",0.05,"U"
"394",0,NA,2018-02-12 13:15:00,"FIELD BLANK","WATER",3,"U",0.05,"U",0.05,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,2,"UQ",2,"UQ",0.1,"U",0.2,"U",0.4,"U",0.2,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.2,"U",0.5,"U",1,"U",0.05,"U"
"395",0,NA,2020-03-25 10:20:00,"EQUIPMENT BLANK","WATER",9.2,"I",0.05,"U",0.2,"U",0.13,"I",0.2,"U",0.36,"I",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",NA,NA,0.2,"U",0.004,"U",0.2,"U",NA,NA,0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",1,"UQ",0.1,"U",1.53,NA,3.9,NA,1,"U",5,"U",0.49,"I",0.02,"U",0.04,"U",2.2,NA,0.5,"U",1,"U",0.05,"U"
"396",0,NA,2018-03-07 11:40:00,"FIELD BLANK","WATER",3,"U",0.05,"U",0.05,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",1,"UQ",0.1,"U",0.2,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.2,"U",0.5,"U",1,"U",0.05,"U"
"397",0,NA,2020-03-09 14:00:00,"EQUIPMENT BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",NA,"Z",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"398",0,NA,2020-02-06 12:50:00,"EQUIPMENT BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.093,"I",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"UQ",0.2,"U",0.004,"U",0.2,"U",2.5,"UQ",0.035,"U",0.002,"U",0.08,"U",NA,NA,NA,"O",NA,"O",0.1,"U",1.25,NA,0.53,"I",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"399",0,NA,2020-02-13 13:20:00,"FIELD BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.5,NA,0.2,"U",1.3,"I",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,NA,0.65,"U",2,"U",15,"U",0.83,"I",0.1,"U",0.2,"U",0.066,NA,0.2,"U",2.5,"U",0.035,"U",0.002,"I",0.08,"U",NA,NA,1,"UQ",1,"UQ",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"400",0,NA,2020-03-25 14:55:00,"EQUIPMENT BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",NA,NA,0.2,"U",0.004,"U",0.2,"U",NA,NA,0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",NA,"Z",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"401",0,NA,2020-03-31 09:28:00,"FIELD BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",NA,NA,0.2,"U",0.004,"U",0.2,"U",NA,NA,0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"U",1,"U",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"402",0,NA,2020-02-18 11:23:00,"FIELD BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"U",NA,"Z",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"403",0,NA,2020-03-19 12:13:00,"FIELD BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"404",0,NA,2019-02-20 12:20:00,"EQUIPMENT BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.83,"I",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",1,"UQ",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"405",0,NA,2019-03-18 11:45:00,"EQUIPMENT BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UJQ",1,"UQ",0.1,"U",0.4,"U",0.4,"U",1,"U",17,"I",0.15,"U",0.02,"U",0.04,"U",0.77,"I",0.5,"U",1,"U",0.05,"U"
"406",0,NA,2019-02-12 14:15:00,"EQUIPMENT BLANK","WATER",5,"U",0.05,"U",1.49,NA,0.12,"I",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",1.7,"I",3.5,"I",15,"U",0.96,"I",0.85,NA,0.2,"U",0.004,"U",0.2,"U",2.7,"I",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",8,"Q",0.1,"U",0.64,"I",2,NA,1,"U",28,NA,0.37,"I",0.02,"U",0.04,"U",2.1,NA,0.5,"U",1,"U",0.05,"U"
"407",0,NA,2019-03-20 09:40:00,"FIELD BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.005,"I",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",1,"UQ",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"408",0,NA,2019-03-04 09:35:00,"EQUIPMENT BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2.4,"I",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.38,"I",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",NA,"Z",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"409",0,NA,2019-03-27 13:20:00,"FIELD BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"U",1,"U",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"410",0,NA,2019-03-19 11:15:00,"FIELD BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"UQ",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",1,"UQ",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"411",0,NA,2019-03-21 11:30:00,"FIELD BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"U",1,"U",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"412",0,NA,2019-03-11 13:30:00,"FIELD BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",1,"UQ",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"413",0,NA,2019-03-14 11:10:00,"EQUIPMENT BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"UA",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"U",1,"U",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"414",0,NA,2019-02-11 15:28:00,"EQUIPMENT BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",1,"UQ",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"415",0,NA,2019-02-13 10:25:00,"FIELD BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",NA,"Z",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"416",0,NA,2020-03-04 12:55:00,"FIELD BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",1,"UQ",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"417",0,NA,2020-03-18 13:47:00,"FIELD BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",1,"UQ",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"418",0,NA,2020-02-19 15:14:00,"FIELD BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",1,"UQ",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"419",0,NA,2020-03-24 17:19:00,"EQUIPMENT BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.078,"I",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"UJ",2,"U",15,"U",0.81,"I",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",NA,"Z",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.393,NA,0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"420",0,NA,2020-02-13 10:19:00,"EQUIPMENT BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",NA,"Z",0.1,"U",0.4,"U",0.4,"U",1,"U",20,"I",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"421",0,NA,2020-03-12 11:35:00,"EQUIPMENT BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.15,NA,0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"U",NA,"Z",0.1,"U",0.4,"U",0.45,"I",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"422",0,NA,2020-03-23 13:00:00,"EQUIPMENT BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"UJ",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",NA,"Z",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"423",0,NA,2020-03-12 09:00:00,"EQUIPMENT BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.15,NA,0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,NA,"Z",NA,"Z",0.1,"U",0.4,"U",0.53,"I",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"424",0,NA,2020-02-18 10:45:00,"EQUIPMENT BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",1,"UQ",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"425",0,NA,2020-03-09 09:15:00,"EQUIPMENT BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",122,NA,15,"U",4.8,NA,0.25,NA,0.2,"U",0.004,"U",14,NA,2.5,"U",0.035,"U",0.009,NA,0.08,"U",NA,NA,1,"UQ",1,"UQ",0.1,"U",3.66,NA,0.4,"U",1,"U",6.1,"I",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"426",0,NA,2020-02-17 11:40:00,"FIELD BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",1,"UQ",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"427",0,NA,2020-02-06 12:50:00,"FIELD BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"U",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",1,"UQ",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
"428",0,NA,2020-03-18 11:22:00,"FIELD BLANK","WATER",5,"U",0.05,"U",0.2,"U",0.075,"U",0.2,"U",0.35,"U",0.3,"U",0.01,"U",30,"U",0.01,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,"U",0.65,"U",2,"U",15,"U",0.5,"U",0.1,"I",0.2,"U",0.004,"U",0.2,"U",2.5,"U",0.035,"U",0.002,"U",0.08,"U",NA,NA,1,"UQ",1,"UQ",0.1,"U",0.4,"U",0.4,"U",1,"U",5,"U",0.15,"U",0.02,"U",0.04,"U",0.5,"U",0.5,"U",1,"U",0.05,"U"
